sample_id,tibetan_audio,chinese_text,tibetan_text
L_M_0_06_051,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_051.wav,企业的前途在于创新。,ཁེ་ལས་ཀྱི་མདུན་ལམ་དེ་གསར་གཏོད་བྱ་རྒྱུར་ཐུག་ཡོད།
L_M_0_13_288,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_288.wav,向侯茂珍的家人致以诚挚的问候。,ཧོ་མའོ་ཀྲིན་གྱི་ཁྱིམ་མི་ལ་ལྷག་བསམ་རྣམ་དག་གིས་འཚམས་འདྲི་མཛད།
L_F_0_10_027,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_027.wav,为深化和扩大合作增添了新的机遇。,མཉམ་ལས་གཏིང་ཟབ་ཏུ་གཏོང་བ་དང་རྒྱ་བསྐྱེད་པར་གོ་སྐབས་གསར་བ་བསྣན་ཡོད།
L_F_0_13_063,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_063.wav,当天上午，全国政协十一届三次会议闭幕后，,ཉིན་དེའི་སྔ་དྲོར་རྒྱལ་ཡོངས་སྲིད་གྲོས་སྐབས་བཅུ་གཅིག་པའི་གྲོས་ཚོགས་ཐེངས་གསུམ་པ་གྲོལ་རྗེས།
m25-La28_148,./TCST/wav/U-Tsang/m25-La28/m25-La28_148.wav,加强对行政收费的规范管理，,སྲིད་འཛིན་ཐད་ཀྱི་གྲོན་དངུལ་བསྡུ་རིགས་ལ་ཚད་དང་ལྡན་པའི་དོ་དམ་བྱེད་ཤུགས་ཆེ་རུ་བཏང་།
m25-La28_172,./TCST/wav/U-Tsang/m25-La28/m25-La28_172.wav,在进行参与式健康教育时，要看到其优点和缺点。,ཞུགས་སྦྱོང་བདེ་ཐང་སློབ་གསོ་གཏོང་སྐབས་དེའི་དགེ་མཚན་དང་ཞན་ཆ་གཉིས་ཀ་མཐོང་ཐུབ་དགོས་ཏེ།
f21-La41_184,./TCST/wav/U-Tsang/f21-La41/f21-La41_184.wav,改变工农业企业的管理方式。,བཟོ་ལས་དང་ཞིང་ལས་ཀྱི་ཁེ་ལས་དོ་དམ་བྱེད་སྟངས་་བསྒྱུར་བཅོས་བྱ་དགོས།
bodad-071,./TCST/wav/Amdo/bodad/bodad_071.wav,大部分时间都在图书馆,དུས་ཚོད་མང་ཆེ་བར་དཔེ་མཛོད་ཁང་ན་ཡོད།
L_M_0_10_047,./TCST/wav/U-Tsang/L_M_0_10/L_M_0_10_047.wav,玛曲县欧拉乡召开专题组织生活会,རྨ་ཆུ་རྫོང་དངུལ་རྭ་ཤང་གིས་ཆེད་དོན་རྩ་འཛུགས་འཚོ་བའི་ཚོགས་འདུ་ཚོགས་པ།
L_M_0_18_284,./TCST/wav/U-Tsang/L_M_0_18/L_M_0_18_284.wav,农（牧）家书屋遍布格尔木市的各个乡镇。,ཞིང（འབྲོག）ཁྱིམ་དཔེ་ཁངན་གོར་མོ་གྲོང་ཁྱེར་གྱི་ཤང་གྲོང་སོ་སོར་ཁྱབ་ཡོད་པ།
maqufb-011,./TCST/wav/Amdo/maqufb/maqufb_011.wav,加快建设绿色低碳经济体系。,ལྗང་མདོག་ཐཱན་ཉུང་གི་དཔལ་འབྱོར་མ་ལག་མགྱོགས་མྱུར་སྒོས་འཛུགས་སྐྲུན་བྱ་དགོས།
L_F_0_05_407,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_407.wav,获得两项「最佳展台奖」特别奖。,འགྲེམ་སྟེགས་བྱ་དགའ་ཡག་ཤོསཞེས་པའི་དམིགས་བསལ་བྱ་དགའ་གཉིས་རག་པ་རེད།
bodad-066,./TCST/wav/Amdo/bodad/bodad_066.wav,该起床了,ད་ལངས་ཚད་རེད་གོ
L_F_0_13_110,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_110.wav,胡锦涛主席的重要指示，,ཀྲུའུ་ཞི་ཧུའུ་ཅིན་ཐའོ་བཅས་ཀྱི་མཛུབ་སྟོན་གལ་ཆེན་རྦད་ཆོད་ཀྱིས་ལག་བསྟར་བྱས་ཏེ།
L_M_0_20_223,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_223.wav,向无党派人士通报情况。,ཏང་ཁག་གང་ལའང་མི་གཏོགས་པའི་མི་སྣར་གནས་ཚུལ་ཁྱབ་སྒྲོག་མཛད་པ་དང་།
m20-La40_236,./TCST/wav/U-Tsang/m20-La40/m20-La40_236.wav,确保农业基础设施建设不断加强。,ཞིང་ལས་རྨང་གཞིའི་སྒྲིག་བཀོད་འཛུགས་སྐྲུན་ལ་མུ་མཐུད་ཤུགས་སྣོན་ལ་ཁག་ཐེག་བྱ་དགོས།
L_F_0_02_076,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_076.wav,梁光烈会见泰国客人,ལིང་ཀོང་ལེ་ཡིས་ཐེ་གོའི་མགྲོན་པོར་ཐུག་འཕྲད་བྱས་པ།
bodad-125,./TCST/wav/Amdo/bodad/bodad_125.wav,这个电影特别好看,གློག་བརྙན་འདི་ད་ཞེ་གི་ཡག་ཐ་ཡ།
m20-La40_377,./TCST/wav/U-Tsang/m20-La40/m20-La40_377.wav,我们的奋斗计划就是未来的计划。,ང་རང་ཚོའི་འབད་བརྩོན་བྱེད་པའི་འཆར་གཞི་དེ་མ་འོངས་པའི་འཆར་གཞི་ཡིན།
f21-La41_51,./TCST/wav/U-Tsang/f21-La41/f21-La41_51.wav,这项工程在许多蜜蜂之间似乎有一种平均分配。,བཟོ་སྐྲུན་གྱི་ལས་ཀ་འདི་སྦྲང་མ་མང་པོའི་བར་ལ་ཆ་སྙོམས་ཀྱི་བགོ་བཤའ་ཞིག་ཡོད་པ་འདྲ།
L_F_0_02_397,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_397.wav,加拿大政府继续促进产妇健康和母亲健康。,ཁཱ་ནཱ་ཏཱ་སྲིད་གཞུང་གིས་མུ་མཐུད་དུ་སྦྲུམ་མའི་བདེ་ཐང་དང་མ་ཡུམ་གྱི་བདེ་ཐང་།
m25-La28_223,./TCST/wav/U-Tsang/m25-La28/m25-La28_223.wav,一只幼鸽从没见过鸽子翻飞，却学会了自己翻飞。,ཕུག་ཕྲུག་ཅིག་གིས་ཕུག་རོན་དག་འཁྱིར་འཕུར་བྱེད་པ་མཐོང་མ་མྱོང་ཡང་རང་ཉིད་འཁྱིར་འཕུར་བྱེད་ཤེས་པ་རེད།
bodad-192,./TCST/wav/Amdo/bodad/bodad_192.wav,你多大了,ཁྱོད་ལོ་དུ་རེད་གོ
L_M_0_13_341,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_341.wav,延长天然林保护工程实施期限，,རང་བྱུང་ནགས་ཚལ་སྲུང་སྐྱོང་བྱེད་པའི་བཟོ་འགོད་ལག་བསྟར་དུས་ཡུན་ཇེ་རིང་དུ་བཏང་ནས་མགྱོ
maqufb-022,./TCST/wav/Amdo/maqufb/maqufb_022.wav,外省就医不直接结算，到医保参保地结算报销。,ཞིང་ཆེན་གཞན་པ་ནས་སྨན་བཅོས་བྱེད་སྐབས་ཐད་ཀར་རྩིས་རྒྱག་མི་དགོས་པར་སྨན་བཅོས་འགན་བཅོལ་ཁྲོད་ཞུགས་སར་སོང་ནས་སྡོམ་རྩིས་རྩིས་ཞུ་བྱ་དགོས།
L_F_0_02_279,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_279.wav,在该共和国的纳兹兰市当天发生了两起爆炸事件，,སྤྱི་མཐུན་རྒྱལ་ཁབ་དེའི་ན་ཙི་ལན་གྲོང་ཁྱེར་ནས་ཉིན་དེར་འགས་གཏོར་དོན་རྐྱེན་གཉིས་བྱུང་སྟེ།
f6-La11_155,./TCST/wav/U-Tsang/f6-La11/f6-La11_155.wav,那样才能牢牢掌握解决台湾问题的主动权。,དེ་ལྟར་བྱས་ན་གཞི་ནས་ཐའེ་ཝན་གནད་དོན་ཐག་གཅོད་བྱེད་པའི་རང་དབང་དམ་འཛིན་བརྟན་པོ་བྱེད་ཐུབ།
L_M_0_13_178,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_178.wav,泸定县举行藏历新年庆祝活动。,ལྕགས་ཟམ་རྫོང་གིས་བོད་ལུགས་ལོ་སར་ལ་རྟེན་འབྲེལ་ཞུ་བའི་བྱ་འགུལ་སྤེལ་བ།
f58-La68_33,./TCST/wav/U-Tsang/f58-La68/f58-La68_33.wav,国家要独立自主地办教会，,རྒྱལ་ཁབ་ཀྱིས་རང་བཙན་རང་བདག་གིས་ཆོས་ཚོགས་སྒྲུབ་དགོས་པ་ལས།
L_M_0_20_316,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_316.wav,在庚子虎年春节旅游黄金周，,ལྕགས་ཕོ་སྟག་ལོའི་ལོ་སར་སྐབས་ཀྱི་གནས་སྐོར་རྫོགས་ལྡན་གཟའ་འཁོར་ནང་།
maqufc-086,./TCST/wav/Amdo/maqufc/maqufc_086.wav,保证党在反腐败斗争中的主体地位，,ཏང་གིས་རུལ་སུངས་ལ་ངོ་རྒོལ་བྱེད་པའི་འཐབ་རྩོད་བྱེད་པའི་གཙོ་བདག་པར་ཁག་ཐེག་དང་།
f58-La68_293,./TCST/wav/U-Tsang/f58-La68/f58-La68_293.wav,出现了房地产热，,ས་ཁང་ཐོན་ལས་དར་དྲགས་པའི་གནས་ཚུལ་བྱུང་།
L_M_0_06_379,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_379.wav,牧民定居工程如火如荼地进行着。,འབྲོག་པའི་གཏན་སྡོད་བཟོ་སྐྲུན་ཚ་ཚ་འུར་འུར་གྱིས་སྤེལ་བཞིན་ཡོད་པ་དང་།
L_M_0_06_166,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_166.wav,在该国总统选举第二轮投票中，,རྒྱལ་ཁབ་དེའི་ཙུང་ཐུང་འདེམ་བསྐོའི་སྐོར་ཐེངས་གཉིས་པའི་འདེམ་ཤོག་འཕེན་པའི་སྐབས་སུ།
L_F_0_02_156,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_156.wav,吴邦国在机场发表了书面讲话。,བུའུ་པང་གོ་ཡིས་གནམ་གྲུ་ཐང་ནས་ཡིག་ཐོག་གི་གསུང་བཤད་གནང་།
bodad-140,./TCST/wav/Amdo/bodad/bodad_140.wav,我们马上就要毕业了,ད་ངེད་ཆོ་མཐར་ཕྱིན་ལ་ཕྱིན་ལ་ཡོད་ནི་རེད།
L_F_0_02_162,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_162.wav,公路等方面存在的问题，,གཞུང་ལམ་སོགས་ཀྱི་ཁྲོད་གནས་པའི་གནད་དོན་ཐད་ནས་འདྲི་ཞིབ་བྱེད་བཞིན་ཡོད་པས།
L_M_0_10_118,./TCST/wav/U-Tsang/L_M_0_10/L_M_0_10_118.wav,今年南方多地遭遇暴雨，引发严重洪涝灾害。,ད་ལོར་ལྷོ་ཕྱོགས་ལ་དྲག་ཆར་ཐེངས་མང་བབས་པས་ཆུ་ལོག་གི་གནོད་འཚེ་ཚབས་ཆེན་བྱུང་།
L_M_0_10_242,./TCST/wav/U-Tsang/L_M_0_10/L_M_0_10_242.wav,对伟大祖国的发展进步充满了喜悦，,རླབས་ཆེ་བའི་མེས་རྒྱལ་གྱི་འཕེལ་རྒྱས་གོང་འཕེལ་ལ་སྤྲོ་བ་ཆེན་པོས་ཁེངས་ཡོད་ལ།
L_F_0_10_173,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_173.wav,统一指挥、科学部署，,གཅིག་གྱུར་སྒོས་བཀོད་འདོམས་བྱེད་པ་དང་ཚན་རིག་དང་མཐུན་པར་བཀོད་སྒྲིག་བྱེད་དགོས་ལ།
f6-La11_202,./TCST/wav/U-Tsang/f6-La11/f6-La11_202.wav,变异着的物种一定在整个时期内生活在同一区域。,གཞན་འགྱུར་འབྱུང་བཞིན་པའི་སྐྱེ་དངོས་རིགས་ཅིས་ཀྱང་དུས་སྐབས་ཡོངས་ཀྱི་ནང་ས་ཁོངས་གཅིག་ཏུ་འཚོ་བ་རེད།
L_F_0_05_217,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_217.wav,姚祥成听了蔷薇的介绍后说。,ཡོ་ཞང་ཁྲིན་གྱིས་ཆང་བེ་ཡིས་མཚམས་སྦྱོར་བྱས་པར་ཉན་རྗེས་བཤད་རྒྱུར།
L_M_0_20_165,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_165.wav,李克强简要介绍了当前我国国内形势。,ལིས་ཁི་ཆང་གིས་དེང་སྐབས་ཀྱི་རང་རྒྱལ་རྒྱལ་ནང་གི་གནས་ཚུལ་མཚམས་སྦྱོར་མདོར་བསྡུར་མཛད།
L_F_0_13_347,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_347.wav,悼念在青海玉树地震中丧生的同胞。,མཚོ་སྔོན་ཡུལ་ཤུལ་ས་འགུལ་ཁྲོད་ཚེ་ལས་འདས་པའི་སྤུན་ཟླར་མྱ་ངན་ཞུས།
bodkb-103,./TCST/wav/Kham/bodkb/bodkb_103.wav,能不能别抽烟,དུ་བ་མ་འཐེན་ན་མི་ཆོག་ནེན།
m20-La40_122,./TCST/wav/U-Tsang/m20-La40/m20-La40_122.wav,那是我们在多党合作中的一项重要原则。,དེ་ནི་ཏང་མང་མཉམ་ལས་བྱེད་རིམ་ཁྲོད་ཀྱི་ང་ཚོའི་རྩ་དོན་གལ་ཆེན་ཞིག་ཡིན།
maqufc-029,./TCST/wav/Amdo/maqufc/maqufc_029.wav,为建设强国贡献青春的决心，,སྟོབས་ལྡན་རྒྱལ་ཁབ་འཛུགས་སྐྲུན་ལ་རང་གི་ལང་ཚོ་འབུལ་རྒྱུའི་ཆོད་སེམས་སྐུལ་སློང་དང་། 
L_F_0_10_339,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_339.wav,格尔木城市功能明显提升。,ན་གོར་མོ་གྲོང་ཁྱེར་གྱི་བྱེད་ནུས་མངོན་གསལ་སྒོས་མཐོར་འདེགས་བྱུང་།
m20-La40_187,./TCST/wav/U-Tsang/m20-La40/m20-La40_187.wav,什么叫高举毛泽东思想的旗帜呢？,གང་འདྲ་ཞིག་ལ་མའོ་ཙེ་ཏུང་གི་དགོངས་པའི་དར་ཆ་མཐོན་པོར་བསྒྲེངས་པ་རེད་ཟེར།
L_F_0_10_204,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_204.wav,向不幸去世的人们表示深切的哀悼。,སྟབས་མ་ལེགས་པར་ཚེ་ལས་འདས་པའི་མི་རྣམས་ལ་སེམས་གཏིང་ནས་མྱ་ངན་ཞུས།
L_M_0_18_376,./TCST/wav/U-Tsang/L_M_0_18/L_M_0_18_376.wav,1940年被认定为第十四世达赖喇嘛。,གཅིག་སྟོང་དགུ་བརྒྱ་བཞི་བཅུ་ལོར་ཏཱ་ལའི་བླ་མ་སྐུ་ཕྲེང་བཅུ་བཞི་བར་ངོས་བཟུང་།
L_M_0_13_057,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_057.wav,恢复水和电，让他们有地方住，有东西吃。,ཆུ་དང་གློག་སླར་གསོ་བྱས་ནས་ཁོ་ཚོར་འདུག་ས་ཡོད་པ་དང་བཟའ་རྒྱུ་ཡོད་པ།
bodkb-116,./TCST/wav/Kham/bodkb/bodkb_116.wav,去不去看电影,གློག་བརྙན་བལྟ་ལ་འགྲོ་ཚོ།
m20-La40_280,./TCST/wav/U-Tsang/m20-La40/m20-La40_280.wav,其他技术档案按照当事人约定可以作为合同的组成部分。,ལག་རྩལ་སྐོར་གྱི་ཡིག་ཚགས་གཞན་དག་བཅས་དོ་བདག་བར་ཁ་ཆད་བཞག་པ་ལྟར་གན་རྒྱའི་གྲུབ་ཆ་བྱས་ཆོག།
m20-La40_161,./TCST/wav/U-Tsang/m20-La40/m20-La40_161.wav,具有公益性质的博物馆、纪念馆。,སྤྱི་ཕན་གྱི་ངོ་བོ་ལྡན་པའི་དངོས་མང་བཤམ་སྟོན་ཁང་དང་དྲན་གསོ་ཁང་ཡོད།
L_M_0_13_387,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_387.wav,它的目的是想造成更大的人员伤亡。,དེའི་དམིགས་ཡུལ་ནི་མི་ལ་ཤི་རྨས་ཚབས་ཆེན་བཟོ་འདོད་པ་རེད་ཟེར།
f21-La41_159,./TCST/wav/U-Tsang/f21-La41/f21-La41_159.wav,那时，我们梦寐以求的就是搞成中国自己的集成电路。,དེ་དུས་ང་ཚོས་རྨི་ལམ་དུའང་ཀྲུང་གོ་རང་ཉིད་ཀྱི་ཕྱོགས་བསྡུས་གློག་ལམ་བཟོ་ཐུབ་རེ་བྱེད་ཀྱིན་ཡོད།
